sender_account,receiver_account,transaction_amount,timestamp,is_fraud,tx_id
ACC003784,ACC002249,14006.65,2023-01-23 12:00:00,1,TX00007761
ACC000465,ACC002628,3680.58,2023-01-23 12:00:00,1,TX00007762
ACC002734,ACC004702,33274.4,2023-01-23 12:00:00,1,TX00007763
ACC001831,ACC002628,9334.06,2023-01-23 12:00:00,1,TX00007764
ACC003890,ACC000177,29400.7,2023-01-23 12:00:00,1,TX00007765
ACC000838,ACC000590,18415.2,2023-01-23 12:00:00,1,TX00007766
ACC003163,ACC003819,17212.59,2023-01-23 12:00:00,1,TX00007767
ACC000089,ACC003847,34938.85,2023-01-23 12:00:00,1,TX00007768
ACC002700,ACC004151,6343.18,2023-01-23 12:00:00,1,TX00007769
ACC000716,ACC001362,35462.96,2023-01-23 12:00:00,1,TX00007770
ACC002995,ACC002213,9492.71,2023-01-23 12:00:00,1,TX00007771
ACC001831,ACC003296,1749.3,2023-01-23 12:00:00,1,TX00007772
ACC002734,ACC001914,40279.08,2023-01-23 12:00:00,1,TX00007773
ACC000477,ACC003102,827.33,2023-01-23 12:16:35,0,TX00007774
ACC000302,ACC001868,1802.34,2023-01-23 12:38:51,0,TX00007775
ACC000590,ACC003407,154.74,2023-01-23 12:50:37,1,TX00007776
ACC002097,ACC004012,909.98,2023-01-23 12:59:12,0,TX00007777
ACC002399,ACC003021,13174.05,2023-01-23 13:00:00,1,TX00007778
ACC001593,ACC002213,8954.3,2023-01-23 13:00:00,1,TX00007779
ACC000676,ACC000177,49660.1,2023-01-23 13:00:00,1,TX00007780
ACC003784,ACC000267,26524.9,2023-01-23 13:00:00,1,TX00007781
ACC000716,ACC001910,16422.99,2023-01-23 13:00:00,1,TX00007782
ACC000676,ACC002877,48394.53,2023-01-23 13:00:00,1,TX00007783
ACC002995,ACC003148,6104.88,2023-01-23 13:00:00,1,TX00007784
ACC003784,ACC001362,46493.85,2023-01-23 13:00:00,1,TX00007785
ACC002734,ACC000540,14024.5,2023-01-23 13:00:00,1,TX00007786
ACC002734,ACC004702,30744.01,2023-01-23 13:00:00,1,TX00007787
ACC002700,ACC003819,13953.31,2023-01-23 13:00:00,1,TX00007788
ACC002995,ACC000590,16247.36,2023-01-23 13:00:00,1,TX00007789
ACC000716,ACC001831,15301.87,2023-01-23 13:00:00,1,TX00007790
ACC002734,ACC001914,20319.42,2023-01-23 13:00:00,1,TX00007791
ACC004628,ACC004151,7944.13,2023-01-23 13:00:00,1,TX00007792
ACC004628,ACC002621,2512.5,2023-01-23 13:00:00,1,TX00007793
ACC000716,ACC000465,25267.93,2023-01-23 13:00:00,1,TX00007794
ACC003890,ACC004702,5291.85,2023-01-23 13:00:00,1,TX00007795
ACC003148,ACC004370,5835.14,2023-01-23 13:00:00,1,TX00007796
ACC000676,ACC004994,42026.05,2023-01-23 13:00:00,1,TX00007797
ACC002734,ACC000177,20791.51,2023-01-23 13:00:00,1,TX00007798
ACC000676,ACC002877,30153.48,2023-01-23 13:00:00,1,TX00007799
ACC002942,ACC004370,4072.82,2023-01-23 13:00:00,1,TX00007800
ACC004570,ACC000367,68.44,2023-01-23 13:01:10,0,TX00007801
ACC000409,ACC002860,12606.53,2023-01-23 13:04:17,0,TX00007802
ACC002006,ACC004385,1544.97,2023-01-23 13:16:27,1,TX00007803
ACC000533,ACC003727,99.96,2023-01-23 13:24:21,0,TX00007804
ACC003035,ACC004423,163.03,2023-01-23 13:24:30,0,TX00007805
ACC004917,ACC001816,10469.54,2023-01-23 13:32:12,0,TX00007806
ACC000424,ACC001396,7498.58,2023-01-23 13:32:40,0,TX00007807
ACC001469,ACC001350,294.01,2023-01-23 13:39:43,0,TX00007808
ACC001090,ACC001864,11.16,2023-01-23 13:43:25,0,TX00007809
ACC002094,ACC000993,2336.28,2023-01-23 13:43:28,0,TX00007810
ACC004918,ACC003375,152.43,2023-01-23 13:44:54,0,TX00007811
ACC002261,ACC003834,3663.03,2023-01-23 13:52:27,0,TX00007812
ACC001889,ACC001735,13262.89,2023-01-23 14:00:00,1,TX00007813
ACC002700,ACC003341,7083.88,2023-01-23 14:00:00,1,TX00007814
ACC000716,ACC002700,48205.25,2023-01-23 14:00:00,1,TX00007815
ACC003784,ACC000267,44736.97,2023-01-23 14:00:00,1,TX00007816
ACC000381,ACC001419,3521.16,2023-01-23 14:00:00,1,TX00007817
ACC000716,ACC002041,21662.79,2023-01-23 14:00:00,1,TX00007818
ACC000381,ACC002306,4934.55,2023-01-23 14:00:00,1,TX00007819
ACC002306,ACC004370,8038.08,2023-01-23 14:00:00,1,TX00007820
ACC000089,ACC001362,48523.18,2023-01-23 14:00:00,1,TX00007821
ACC003148,ACC004370,5619.48,2023-01-23 14:00:00,1,TX00007822
ACC000838,ACC003065,2821.83,2023-01-23 14:00:00,1,TX00007823
ACC002430,ACC001350,17205.0,2023-01-23 14:00:00,1,TX00007824
ACC003784,ACC003847,40851.47,2023-01-23 14:00:00,1,TX00007825
ACC003890,ACC002877,24843.55,2023-01-23 14:00:00,1,TX00007826
ACC000089,ACC000465,41051.61,2023-01-23 14:00:00,1,TX00007827
ACC003148,ACC003179,5857.78,2023-01-23 14:00:00,1,TX00007828
ACC002734,ACC002877,33530.43,2023-01-23 14:00:00,1,TX00007829
ACC001735,ACC004370,4465.92,2023-01-23 14:00:00,1,TX00007830
ACC000676,ACC002877,14533.91,2023-01-23 14:00:00,1,TX00007831
ACC002734,ACC004994,18161.24,2023-01-23 14:00:00,1,TX00007832
ACC000089,ACC002700,30535.0,2023-01-23 14:00:00,1,TX00007833
ACC000089,ACC001910,11876.38,2023-01-23 14:00:00,1,TX00007834
ACC003784,ACC003163,8520.49,2023-01-23 14:00:00,1,TX00007835
ACC003784,ACC003163,6174.81,2023-01-23 14:00:00,1,TX00007836
ACC002249,ACC002231,10707.45,2023-01-23 14:00:00,1,TX00007837
ACC002734,ACC004994,44812.27,2023-01-23 14:00:00,1,TX00007838
ACC002734,ACC000177,33548.16,2023-01-23 14:00:00,1,TX00007839
ACC003784,ACC003847,31522.6,2023-01-23 14:00:00,1,TX00007840
ACC003784,ACC001910,42283.48,2023-01-23 14:00:00,1,TX00007841
ACC003148,ACC000882,1200.12,2023-01-23 14:00:00,1,TX00007842
ACC000089,ACC001831,17343.5,2023-01-23 14:00:00,1,TX00007843
ACC003163,ACC002621,3310.8,2023-01-23 14:00:00,1,TX00007844
ACC000676,ACC001914,28436.98,2023-01-23 14:00:00,1,TX00007845
ACC001091,ACC000292,120.13,2023-01-23 14:10:33,0,TX00007846
ACC003946,ACC003476,2397.1,2023-01-23 14:38:24,0,TX00007847
ACC004071,ACC004810,3287.46,2023-01-23 14:42:00,0,TX00007848
ACC004465,ACC002576,472.41,2023-01-23 14:46:03,0,TX00007849
ACC000188,ACC001596,150.85,2023-01-23 14:49:20,0,TX00007850
ACC003163,ACC002231,15270.07,2023-01-23 15:00:00,1,TX00007851
ACC000676,ACC002877,9651.5,2023-01-23 15:00:00,1,TX00007852
ACC003784,ACC003163,9938.17,2023-01-23 15:00:00,1,TX00007853
ACC002942,ACC003179,6573.67,2023-01-23 15:00:00,1,TX00007854
ACC002700,ACC004151,14692.7,2023-01-23 15:00:00,1,TX00007855
ACC002734,ACC004702,32771.83,2023-01-23 15:00:00,1,TX00007856
ACC002734,ACC004702,11947.17,2023-01-23 15:00:00,1,TX00007857
ACC003847,ACC003296,16041.35,2023-01-23 15:00:00,1,TX00007858
ACC003890,ACC000540,18344.49,2023-01-23 15:00:00,1,TX00007859
ACC001910,ACC000549,7257.11,2023-01-23 15:00:00,1,TX00007860
ACC000716,ACC002700,36866.41,2023-01-23 15:00:00,1,TX00007861
ACC004774,ACC002306,3176.54,2023-01-23 15:00:00,1,TX00007862
ACC003784,ACC001831,23287.52,2023-01-23 15:00:00,1,TX00007863
ACC000660,ACC002942,16591.83,2023-01-23 15:00:00,1,TX00007864
ACC000676,ACC001914,47195.63,2023-01-23 15:00:00,1,TX00007865
ACC000716,ACC003163,18144.24,2023-01-23 15:00:00,1,TX00007866
ACC001735,ACC004626,8840.53,2023-01-23 15:00:00,1,TX00007867
ACC003784,ACC000465,40532.22,2023-01-23 15:00:00,1,TX00007868
ACC001554,ACC001463,314.33,2023-01-23 15:15:21,0,TX00007869
ACC002132,ACC003683,4050.49,2023-01-23 15:23:49,0,TX00007870
ACC001695,ACC000538,47.0,2023-01-23 15:28:12,0,TX00007871
ACC003816,ACC001205,1481.8,2023-01-23 15:43:43,0,TX00007872
ACC004582,ACC000922,9269.77,2023-01-23 15:49:41,0,TX00007873
ACC004900,ACC002412,12943.89,2023-01-23 15:51:41,0,TX00007874
ACC003099,ACC002486,20.62,2023-01-23 15:55:30,0,TX00007875
ACC000228,ACC001799,280.5,2023-01-23 15:58:38,0,TX00007876
ACC000590,ACC004626,5771.93,2023-01-23 16:00:00,1,TX00007877
ACC002734,ACC000177,40736.83,2023-01-23 16:00:00,1,TX00007878
ACC004628,ACC004712,14653.62,2023-01-23 16:00:00,1,TX00007879
ACC002995,ACC002213,19077.81,2023-01-23 16:00:00,1,TX00007880
ACC000089,ACC002249,41073.35,2023-01-23 16:00:00,1,TX00007881
ACC000267,ACC002628,16603.15,2023-01-23 16:00:00,1,TX00007882
ACC002734,ACC001914,5842.45,2023-01-23 16:00:00,1,TX00007883
ACC003163,ACC003819,9992.17,2023-01-23 16:00:00,1,TX00007884
ACC001931,ACC003021,14718.67,2023-01-23 16:00:00,1,TX00007885
ACC000716,ACC003847,38528.29,2023-01-23 16:00:00,1,TX00007886
ACC001889,ACC003753,17848.01,2023-01-23 16:00:00,1,TX00007887
ACC003784,ACC003847,44241.92,2023-01-23 16:00:00,1,TX00007888
ACC003847,ACC001756,1945.34,2023-01-23 16:00:00,1,TX00007889
ACC003890,ACC002877,9172.31,2023-01-23 16:00:00,1,TX00007890
ACC002734,ACC000540,25107.68,2023-01-23 16:00:00,1,TX00007891
ACC000676,ACC004702,24692.63,2023-01-23 16:00:00,1,TX00007892
ACC003890,ACC000540,37036.0,2023-01-23 16:00:00,1,TX00007893
ACC000381,ACC001350,3453.48,2023-01-23 16:00:00,1,TX00007894
ACC002995,ACC003148,15482.37,2023-01-23 16:00:00,1,TX00007895
ACC001593,ACC003753,16073.06,2023-01-23 16:00:00,1,TX00007896
ACC000676,ACC000177,19956.78,2023-01-23 16:00:00,1,TX00007897
ACC000465,ACC001769,9309.51,2023-01-23 16:00:00,1,TX00007898
ACC002700,ACC002628,12283.19,2023-01-23 16:00:00,1,TX00007899
ACC000676,ACC000540,12238.06,2023-01-23 16:00:00,1,TX00007900
ACC003753,ACC004626,2438.35,2023-01-23 16:00:00,1,TX00007901
ACC002430,ACC003021,5241.09,2023-01-23 16:00:00,1,TX00007902
ACC003890,ACC000540,35853.27,2023-01-23 16:00:00,1,TX00007903
ACC000089,ACC001910,13240.33,2023-01-23 16:00:00,1,TX00007904
ACC001265,ACC000356,40.17,2023-01-23 16:22:30,0,TX00007905
ACC003813,ACC002561,136.96,2023-01-23 16:23:27,0,TX00007906
ACC002809,ACC004449,2201.78,2023-01-23 16:24:04,0,TX00007907
ACC003527,ACC001369,836.89,2023-01-23 16:30:26,0,TX00007908
ACC002062,ACC002804,368.9,2023-01-23 16:43:54,0,TX00007909
ACC000676,ACC004702,39102.43,2023-01-23 17:00:00,1,TX00007910
ACC002734,ACC002877,20922.45,2023-01-23 17:00:00,1,TX00007911
ACC002734,ACC002877,28972.17,2023-01-23 17:00:00,1,TX00007912
ACC000381,ACC003021,11269.86,2023-01-23 17:00:00,1,TX00007913
ACC002399,ACC002213,6650.08,2023-01-23 17:00:00,1,TX00007914
ACC000676,ACC004994,10961.36,2023-01-23 17:00:00,1,TX00007915
ACC002041,ACC000549,5341.39,2023-01-23 17:00:00,1,TX00007916
ACC000716,ACC001831,36626.52,2023-01-23 17:00:00,1,TX00007917
ACC000838,ACC001735,16203.72,2023-01-23 17:00:00,1,TX00007918
ACC003847,ACC003296,12698.65,2023-01-23 17:00:00,1,TX00007919
ACC003890,ACC004702,26352.64,2023-01-23 17:00:00,1,TX00007920
ACC000676,ACC000177,47622.81,2023-01-23 17:00:00,1,TX00007921
ACC003784,ACC001362,23919.83,2023-01-23 17:00:00,1,TX00007922
ACC002942,ACC000882,7613.41,2023-01-23 17:00:00,1,TX00007923
ACC004555,ACC001417,2014.92,2023-01-23 17:01:32,0,TX00007924
ACC000382,ACC004141,179.68,2023-01-23 17:05:03,0,TX00007925
ACC004061,ACC000209,659.98,2023-01-23 17:07:28,0,TX00007926
ACC002406,ACC001376,7542.2,2023-01-23 17:17:31,0,TX00007927
ACC001395,ACC002626,206.33,2023-01-23 17:23:50,0,TX00007928
ACC001432,ACC003478,723.68,2023-01-23 17:25:02,0,TX00007929
ACC000360,ACC004917,2430.12,2023-01-23 17:27:56,0,TX00007930
ACC002283,ACC003700,7857.98,2023-01-23 17:36:14,0,TX00007931
ACC003573,ACC002710,249.83,2023-01-23 17:41:41,0,TX00007932
ACC000839,ACC002685,135.49,2023-01-23 17:42:49,1,TX00007933
ACC004296,ACC004865,1102.87,2023-01-23 17:43:48,0,TX00007934
ACC000581,ACC000893,452.52,2023-01-23 17:45:37,0,TX00007935
ACC001539,ACC002719,479.07,2023-01-23 17:47:21,0,TX00007936
ACC002000,ACC004431,8396.13,2023-01-23 17:47:28,0,TX00007937
ACC002995,ACC003148,7550.34,2023-01-23 18:00:00,1,TX00007938
ACC000716,ACC004628,18130.26,2023-01-23 18:00:00,1,TX00007939
ACC001362,ACC000549,5219.42,2023-01-23 18:00:00,1,TX00007940
ACC000465,ACC003341,17708.62,2023-01-23 18:00:00,1,TX00007941
ACC002041,ACC000549,7359.81,2023-01-23 18:00:00,1,TX00007942
ACC003890,ACC000540,27277.79,2023-01-23 18:00:00,1,TX00007943
ACC003890,ACC001914,46609.58,2023-01-23 18:00:00,1,TX00007944
ACC003148,ACC003179,6835.33,2023-01-23 18:00:00,1,TX00007945
ACC000716,ACC000465,21200.39,2023-01-23 18:00:00,1,TX00007946
ACC001889,ACC000590,1153.91,2023-01-23 18:00:00,1,TX00007947
ACC000089,ACC003163,30759.96,2023-01-23 18:00:00,1,TX00007948
ACC000676,ACC002877,8852.16,2023-01-23 18:00:00,1,TX00007949
ACC004774,ACC002213,15489.26,2023-01-23 18:00:00,1,TX00007950
ACC001593,ACC002306,13920.49,2023-01-23 18:00:00,1,TX00007951
ACC000267,ACC003819,15081.79,2023-01-23 18:00:00,1,TX00007952
ACC000716,ACC001362,42937.2,2023-01-23 18:00:00,1,TX00007953
ACC001831,ACC003341,13243.43,2023-01-23 18:00:00,1,TX00007954
ACC000676,ACC001914,49677.24,2023-01-23 18:00:00,1,TX00007955
ACC000089,ACC000465,24458.81,2023-01-23 18:00:00,1,TX00007956
ACC002734,ACC000540,19126.97,2023-01-23 18:00:00,1,TX00007957
ACC000716,ACC001362,39795.93,2023-01-23 18:00:00,1,TX00007958
ACC000716,ACC002249,22500.27,2023-01-23 18:00:00,1,TX00007959
ACC000716,ACC000267,21996.39,2023-01-23 18:00:00,1,TX00007960
ACC001889,ACC001350,15555.13,2023-01-23 18:00:00,1,TX00007961
ACC003163,ACC001756,4906.99,2023-01-23 18:00:00,1,TX00007962
ACC002995,ACC003021,19794.91,2023-01-23 18:00:00,1,TX00007963
ACC002355,ACC000603,3993.77,2023-01-23 18:04:22,0,TX00007964
ACC002939,ACC004863,3240.97,2023-01-23 18:04:52,0,TX00007965
ACC004775,ACC000345,868.12,2023-01-23 18:05:55,0,TX00007966
ACC001395,ACC003232,260.39,2023-01-23 18:07:56,0,TX00007967
ACC002852,ACC002552,261.1,2023-01-23 18:11:17,0,TX00007968
ACC000834,ACC000334,215.21,2023-01-23 18:19:04,0,TX00007969
ACC002192,ACC002152,2290.19,2023-01-23 18:20:26,0,TX00007970
ACC001181,ACC002294,2137.03,2023-01-23 18:27:20,0,TX00007971
ACC004449,ACC002852,1492.07,2023-01-23 18:28:58,0,TX00007972
ACC003400,ACC002142,730.53,2023-01-23 18:40:08,0,TX00007973
ACC001001,ACC003021,461.42,2023-01-23 18:45:16,0,TX00007974
ACC003860,ACC003189,678.78,2023-01-23 18:45:20,0,TX00007975
ACC002154,ACC001487,485.32,2023-01-23 18:50:02,0,TX00007976
ACC003580,ACC000802,706.21,2023-01-23 18:51:11,0,TX00007977
ACC004049,ACC004801,248.43,2023-01-23 18:51:18,0,TX00007978
ACC004390,ACC000678,2831.46,2023-01-23 18:51:58,0,TX00007979
ACC000909,ACC002362,17.87,2023-01-23 18:57:42,0,TX00007980
ACC004774,ACC001735,13670.31,2023-01-23 19:00:00,1,TX00007981
ACC003753,ACC004580,6506.89,2023-01-23 19:00:00,1,TX00007982
ACC000716,ACC001910,24327.09,2023-01-23 19:00:00,1,TX00007983
ACC000716,ACC001831,30163.74,2023-01-23 19:00:00,1,TX00007984
ACC000676,ACC000540,11503.41,2023-01-23 19:00:00,1,TX00007985
ACC000716,ACC000267,27666.62,2023-01-23 19:00:00,1,TX00007986
ACC002734,ACC004702,22076.04,2023-01-23 19:00:00,1,TX00007987
ACC001931,ACC002213,16212.86,2023-01-23 19:00:00,1,TX00007988
ACC003784,ACC004628,9573.61,2023-01-23 19:00:00,1,TX00007989
ACC003784,ACC000465,42641.72,2023-01-23 19:00:00,1,TX00007990
ACC001831,ACC002231,8047.37,2023-01-23 19:00:00,1,TX00007991
ACC000465,ACC001756,12655.91,2023-01-23 19:00:00,1,TX00007992
ACC003890,ACC000177,29947.31,2023-01-23 19:00:00,1,TX00007993
ACC000590,ACC004580,6296.14,2023-01-23 19:00:00,1,TX00007994
ACC002734,ACC001914,15073.95,2023-01-23 19:00:00,1,TX00007995
ACC000089,ACC002249,6425.69,2023-01-23 19:00:00,1,TX00007996
ACC002399,ACC003021,1981.13,2023-01-23 19:00:00,1,TX00007997
ACC002734,ACC001914,7069.72,2023-01-23 19:00:00,1,TX00007998
ACC000716,ACC003847,23414.38,2023-01-23 19:00:00,1,TX00007999
ACC003784,ACC001362,38346.61,2023-01-23 19:00:00,1,TX00008000
ACC002700,ACC003296,7741.98,2023-01-23 19:00:00,1,TX00008001
ACC002213,ACC004580,3481.77,2023-01-23 19:00:00,1,TX00008002
ACC001362,ACC002628,16280.72,2023-01-23 19:00:00,1,TX00008003
ACC000676,ACC004702,20866.95,2023-01-23 19:00:00,1,TX00008004
ACC000381,ACC003021,10089.82,2023-01-23 19:00:00,1,TX00008005
ACC000716,ACC002700,30137.26,2023-01-23 19:00:00,1,TX00008006
ACC000904,ACC000973,166.99,2023-01-23 19:13:50,0,TX00008007
ACC000806,ACC001423,1107.27,2023-01-23 19:20:29,0,TX00008008
ACC000844,ACC003511,271.02,2023-01-23 19:35:52,1,TX00008009
ACC004244,ACC001177,221.8,2023-01-23 19:39:40,0,TX00008010
ACC004860,ACC002289,30.13,2023-01-23 19:44:21,0,TX00008011
ACC001539,ACC001235,1266.17,2023-01-23 19:47:08,0,TX00008012
ACC000683,ACC000258,445.78,2023-01-23 19:51:01,0,TX00008013
ACC000716,ACC004628,44339.66,2023-01-23 20:00:00,1,TX00008014
ACC000716,ACC000267,39596.39,2023-01-23 20:00:00,1,TX00008015
ACC002995,ACC000590,3715.28,2023-01-23 20:00:00,1,TX00008016
ACC003890,ACC002877,42112.98,2023-01-23 20:00:00,1,TX00008017
ACC002041,ACC002231,17721.02,2023-01-23 20:00:00,1,TX00008018
ACC000676,ACC004994,17409.23,2023-01-23 20:00:00,1,TX00008019
ACC000089,ACC003163,47329.35,2023-01-23 20:00:00,1,TX00008020
ACC003784,ACC001831,39667.88,2023-01-23 20:00:00,1,TX00008021
ACC000676,ACC002877,6855.65,2023-01-23 20:00:00,1,TX00008022
ACC003890,ACC000177,48193.7,2023-01-23 20:00:00,1,TX00008023
ACC001362,ACC003819,15210.33,2023-01-23 20:00:00,1,TX00008024
ACC000676,ACC000540,5068.03,2023-01-23 20:00:00,1,TX00008025
ACC001735,ACC004370,698.02,2023-01-23 20:00:00,1,TX00008026
ACC000660,ACC003148,5430.03,2023-01-23 20:00:00,1,TX00008027
ACC000465,ACC003341,4298.03,2023-01-23 20:00:00,1,TX00008028
ACC000716,ACC001910,42558.55,2023-01-23 20:00:00,1,TX00008029
ACC004774,ACC001350,4293.61,2023-01-23 20:00:00,1,TX00008030
ACC004161,ACC002953,539.54,2023-01-23 20:01:47,0,TX00008031
ACC002869,ACC000068,4952.88,2023-01-23 20:03:41,0,TX00008032
ACC004945,ACC001271,352.78,2023-01-23 20:06:30,0,TX00008033
ACC000633,ACC002062,76.03,2023-01-23 20:07:04,0,TX00008034
ACC001268,ACC002302,153.29,2023-01-23 20:07:28,0,TX00008035
ACC002441,ACC002444,1331.14,2023-01-23 20:16:49,0,TX00008036
ACC004091,ACC002669,213.25,2023-01-23 20:19:42,0,TX00008037
ACC001666,ACC003161,1281.98,2023-01-23 20:21:37,0,TX00008038
ACC004569,ACC000953,311.76,2023-01-23 20:24:47,0,TX00008039
ACC000761,ACC002581,222.76,2023-01-23 20:45:34,0,TX00008040
ACC001560,ACC000976,283.53,2023-01-23 20:47:26,0,TX00008041
ACC002288,ACC001469,940.9,2023-01-23 20:48:46,0,TX00008042
ACC004457,ACC000252,309.5,2023-01-23 20:51:10,1,TX00008043
ACC000374,ACC001278,29.07,2023-01-23 20:51:18,0,TX00008044
ACC002041,ACC002628,4752.44,2023-01-23 21:00:00,1,TX00008045
ACC002995,ACC002306,11201.1,2023-01-23 21:00:00,1,TX00008046
ACC000676,ACC000540,6059.47,2023-01-23 21:00:00,1,TX00008047
ACC003890,ACC001914,27322.55,2023-01-23 21:00:00,1,TX00008048
ACC000676,ACC001914,19425.43,2023-01-23 21:00:00,1,TX00008049
ACC000089,ACC002249,20102.51,2023-01-23 21:00:00,1,TX00008050
ACC003847,ACC004712,13622.29,2023-01-23 21:00:00,1,TX00008051
ACC001889,ACC001735,13963.3,2023-01-23 21:00:00,1,TX00008052
ACC003890,ACC000540,36708.26,2023-01-23 21:00:00,1,TX00008053
ACC002700,ACC004151,2497.2,2023-01-23 21:00:00,1,TX00008054
ACC000716,ACC004628,22166.22,2023-01-23 21:00:00,1,TX00008055
ACC001889,ACC003753,16111.35,2023-01-23 21:00:00,1,TX00008056
ACC000089,ACC000267,28701.53,2023-01-23 21:00:00,1,TX00008057
ACC000676,ACC004994,41485.64,2023-01-23 21:00:00,1,TX00008058
ACC002399,ACC003753,6107.11,2023-01-23 21:00:00,1,TX00008059
ACC002041,ACC000549,8516.61,2023-01-23 21:00:00,1,TX00008060
ACC000089,ACC003847,12260.29,2023-01-23 21:00:00,1,TX00008061
ACC002700,ACC003819,19074.23,2023-01-23 21:00:00,1,TX00008062
ACC001889,ACC003148,6327.88,2023-01-23 21:00:00,1,TX00008063
ACC000676,ACC000540,28158.43,2023-01-23 21:00:00,1,TX00008064
ACC000590,ACC004580,2348.35,2023-01-23 21:00:00,1,TX00008065
ACC003784,ACC002041,42110.96,2023-01-23 21:00:00,1,TX00008066
ACC001910,ACC003296,1766.17,2023-01-23 21:00:00,1,TX00008067
ACC003890,ACC000540,17731.47,2023-01-23 21:00:00,1,TX00008068
ACC000676,ACC000540,10983.64,2023-01-23 21:00:00,1,TX00008069
ACC000716,ACC000465,34509.99,2023-01-23 21:00:00,1,TX00008070
ACC001889,ACC003021,14460.84,2023-01-23 21:00:00,1,TX00008071
ACC003784,ACC002041,47333.41,2023-01-23 21:00:00,1,TX00008072
ACC000676,ACC001914,34028.55,2023-01-23 21:00:00,1,TX00008073
ACC002992,ACC003671,840.58,2023-01-23 21:05:57,0,TX00008074
ACC004488,ACC002019,158.52,2023-01-23 21:23:19,0,TX00008075
ACC003311,ACC003601,551.4,2023-01-23 21:23:45,0,TX00008076
ACC003699,ACC000559,27.79,2023-01-23 21:35:57,0,TX00008077
ACC000835,ACC001332,299.93,2023-01-23 21:37:26,0,TX00008078
ACC000461,ACC004697,87.58,2023-01-23 21:43:49,0,TX00008079
ACC003738,ACC001422,66.12,2023-01-23 21:45:10,0,TX00008080
ACC004778,ACC003235,2576.31,2023-01-23 21:50:38,0,TX00008081
ACC004819,ACC002108,274.65,2023-01-23 21:57:35,0,TX00008082
ACC003890,ACC000177,23989.9,2023-01-23 22:00:00,1,TX00008083
ACC000676,ACC000540,19057.19,2023-01-23 22:00:00,1,TX00008084
ACC003890,ACC004702,21808.82,2023-01-23 22:00:00,1,TX00008085
ACC000716,ACC000465,11874.44,2023-01-23 22:00:00,1,TX00008086
ACC002249,ACC003819,12562.15,2023-01-23 22:00:00,1,TX00008087
ACC000381,ACC003021,6325.28,2023-01-23 22:00:00,1,TX00008088
ACC000716,ACC002700,10234.68,2023-01-23 22:00:00,1,TX00008089
ACC000676,ACC001914,17516.21,2023-01-23 22:00:00,1,TX00008090
ACC000381,ACC001735,14163.02,2023-01-23 22:00:00,1,TX00008091
ACC000676,ACC000177,25049.53,2023-01-23 22:00:00,1,TX00008092
ACC000676,ACC004702,44122.9,2023-01-23 22:00:00,1,TX00008093
ACC002399,ACC002306,16027.49,2023-01-23 22:00:00,1,TX00008094
ACC002041,ACC001756,9697.5,2023-01-23 22:00:00,1,TX00008095
ACC003847,ACC002628,4600.66,2023-01-23 22:00:00,1,TX00008096
ACC002734,ACC001914,23943.86,2023-01-23 22:00:00,1,TX00008097
ACC002700,ACC002231,9558.08,2023-01-23 22:00:00,1,TX00008098
ACC004801,ACC003444,1954.8,2023-01-23 22:02:57,0,TX00008099
ACC002450,ACC002146,5957.94,2023-01-23 22:07:00,0,TX00008100
ACC004480,ACC003744,157.06,2023-01-23 22:13:59,0,TX00008101
ACC001870,ACC001724,152.49,2023-01-23 22:18:28,0,TX00008102
ACC000914,ACC004488,578.66,2023-01-23 22:21:56,0,TX00008103
ACC002017,ACC004232,442.57,2023-01-23 22:30:03,0,TX00008104
ACC002664,ACC003438,1282.22,2023-01-23 22:40:40,0,TX00008105
ACC003822,ACC001113,22.22,2023-01-23 22:41:20,0,TX00008106
ACC001477,ACC004089,241.53,2023-01-23 22:47:14,0,TX00008107
ACC003890,ACC002877,33511.79,2023-01-23 23:00:00,1,TX00008108
ACC003065,ACC000882,7549.36,2023-01-23 23:00:00,1,TX00008109
ACC002399,ACC002942,18139.42,2023-01-23 23:00:00,1,TX00008110
ACC000089,ACC002041,27376.76,2023-01-23 23:00:00,1,TX00008111
ACC002041,ACC003341,14208.94,2023-01-23 23:00:00,1,TX00008112
ACC000089,ACC001831,44151.78,2023-01-23 23:00:00,1,TX00008113
ACC000676,ACC000540,25238.98,2023-01-23 23:00:00,1,TX00008114
ACC001889,ACC001735,5801.98,2023-01-23 23:00:00,1,TX00008115
ACC002942,ACC003179,7569.29,2023-01-23 23:00:00,1,TX00008116
ACC000267,ACC001769,19907.33,2023-01-23 23:00:00,1,TX00008117
ACC000267,ACC001769,4388.53,2023-01-23 23:00:00,1,TX00008118
ACC002734,ACC002877,36197.0,2023-01-23 23:00:00,1,TX00008119
ACC000676,ACC001914,19781.0,2023-01-23 23:00:00,1,TX00008120
ACC002734,ACC004702,15408.95,2023-01-23 23:00:00,1,TX00008121
ACC002734,ACC004702,20330.61,2023-01-23 23:00:00,1,TX00008122
ACC003784,ACC001831,25565.78,2023-01-23 23:00:00,1,TX00008123
ACC002734,ACC004994,23582.24,2023-01-23 23:00:00,1,TX00008124
ACC003890,ACC004702,48276.46,2023-01-23 23:00:00,1,TX00008125
ACC002430,ACC003065,7138.74,2023-01-23 23:00:00,1,TX00008126
ACC003890,ACC002877,18846.21,2023-01-23 23:00:00,1,TX00008127
ACC001910,ACC003819,18864.81,2023-01-23 23:00:00,1,TX00008128
ACC003477,ACC002287,5677.63,2023-01-23 23:01:16,0,TX00008129
